Marital_status,Application_order,Course,Previous_qualification,Mother's_qualification,Father's_qualification,Admission_grade,Educational_special_needs,Gender,Scholarship_holder,Age_at_enrollment,Unemployment_rate,Inflation_rate,GDP,Target
single,2,Journalism and Communication,1,19,38,118.7,no,female,yes,18,12.4,0.5,1.79,Graduate
single,1,Social Service,1,1,1,125.7,no,female,no,18,12.4,0.5,1.79,Graduate
single,4,Oral Hygiene,1,1,1,107.1,no,female,no,20,12.4,0.5,1.79,Graduate
single,1,Nursing,1,19,38,125.5,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,4,Advertising and Marketing Management,1,38,38,127,no,female,no,18,11.1,0.6,2.02,Graduate
single,2,Veterinary Nursing,1,38,37,113.5,no,female,yes,21,10.8,1.4,1.74,Graduate
single,1,Nursing,1,19,19,154.4,no,female,yes,18,15.5,2.8,-4.06,Graduate
single,1,Advertising and Marketing Management,1,19,19,122,no,female,no,18,9.4,-0.8,-3.12,Dropout
single,2,Social Service,1,1,11,128,no,female,no,19,9.4,-0.8,-3.12,Dropout
single,1,Advertising and Marketing Management,1,1,19,115.5,no,female,no,19,10.8,1.4,1.74,Enrolled
single,4,Advertising and Marketing Management,1,1,19,117.2,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Equinculture,3,3,1,150,no,female,no,34,12.7,3.7,-1.7,Dropout
single,3,Veterinary Nursing,1,11,11,155.3,no,female,no,19,7.6,2.6,0.32,Graduate
single,1,Equinculture,39,37,37,120,no,female,no,19,12.4,0.5,1.79,Dropout
single,1,Social Service,1,3,19,116.1,no,female,no,26,11.1,0.6,2.02,Graduate
single,1,Basic Education,1,34,34,118.9,no,female,no,21,7.6,2.6,0.32,Dropout
single,2,Management,1,19,19,127.3,no,female,yes,18,11.1,0.6,2.02,Graduate
single,4,Basic Education,1,38,38,113.7,no,female,yes,20,9.4,-0.8,-3.12,Graduate
single,1,Management,1,1,1,118.5,no,female,no,25,11.1,0.6,2.02,Dropout
single,1,Management,1,1,38,146.7,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Nursing,1,19,19,124.3,no,female,yes,18,16.2,0.3,-0.92,Graduate
single,1,Nursing,1,41,19,137.8,no,female,no,19,11.1,0.6,2.02,Graduate
single,1,Social Service,1,19,38,130.2,no,female,yes,18,12.4,0.5,1.79,Graduate
single,1,Nursing,1,38,38,147.8,no,female,no,20,15.5,2.8,-4.06,Enrolled
single,1,Veterinary Nursing,40,19,19,150,no,female,no,26,8.9,1.4,3.51,Dropout
single,1,Nursing,1,37,37,100,no,female,yes,19,10.8,1.4,1.74,Graduate
single,1,Nursing,1,1,1,155.6,no,female,no,19,16.2,0.3,-0.92,Graduate
single,4,Management,1,37,37,117.4,no,female,no,19,7.6,2.6,0.32,Graduate
single,3,Veterinary Nursing,1,1,19,128.8,no,female,no,19,7.6,2.6,0.32,Enrolled
single,1,Tourism,1,19,19,117.5,no,female,no,18,16.2,0.3,-0.92,Graduate
single,1,Nursing,6,1,37,120.4,no,female,no,19,7.6,2.6,0.32,Graduate
single,1,Social Service,1,1,1,130.9,no,female,no,18,13.9,-0.3,0.79,Graduate
single,1,Basic Education,1,2,19,125,no,female,no,18,9.4,-0.8,-3.12,Enrolled
single,1,Veterinary Nursing,1,19,38,136.8,no,female,no,18,9.4,-0.8,-3.12,Enrolled
single,1,Basic Education,1,1,38,121.6,no,female,no,18,11.1,0.6,2.02,Enrolled
single,1,Informatics Engineering,39,19,37,151,no,female,no,26,16.2,0.3,-0.92,Dropout
single,1,Social Service,1,38,38,103.5,no,female,no,20,12.4,0.5,1.79,Graduate
single,1,Social Service (evening attendance),1,37,38,119.4,no,female,no,19,12.7,3.7,-1.7,Graduate
single,1,Social Service,1,34,37,134.4,no,female,yes,18,9.4,-0.8,-3.12,Graduate
single,1,Social Service,39,38,37,143,no,female,no,19,13.9,-0.3,0.79,Graduate
single,1,Basic Education,40,41,3,110,no,female,no,40,12.4,0.5,1.79,Graduate
single,4,Nursing,1,38,38,132.5,no,female,yes,18,9.4,-0.8,-3.12,Graduate
single,1,Social Service,1,3,1,114.7,no,female,no,19,13.9,-0.3,0.79,Graduate
single,1,Equinculture,1,2,9,166.9,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,1,1,2,125.9,no,female,no,19,9.4,-0.8,-3.12,Enrolled
single,1,Animation and Multimedia Design,1,3,3,178.3,no,female,no,18,15.5,2.8,-4.06,Dropout
married,1,Social Service (evening attendance),1,37,37,117,no,female,no,33,12.4,0.5,1.79,Graduate
single,1,Agronomy,3,3,3,150,no,female,no,35,16.2,0.3,-0.92,Graduate
single,1,Management,1,37,38,130,no,female,no,26,9.4,-0.8,-3.12,Enrolled
single,1,Journalism and Communication,1,19,19,135.1,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Social Service,1,37,37,110,no,female,no,36,15.5,2.8,-4.06,Enrolled
divorced,1,Management (evening attendance),1,37,37,136.2,no,female,no,39,10.8,1.4,1.74,Graduate
married,1,Social Service,1,37,37,116,no,female,no,44,12.7,3.7,-1.7,Graduate
single,2,Social Service (evening attendance),1,3,1,100,no,female,no,20,9.4,-0.8,-3.12,Enrolled
single,1,Tourism,1,19,19,116.3,no,female,no,24,12.7,3.7,-1.7,Dropout
single,1,Journalism and Communication,1,19,19,134,no,female,yes,20,12.4,0.5,1.79,Graduate
single,4,Animation and Multimedia Design,1,1,1,124.2,no,female,no,19,9.4,-0.8,-3.12,Dropout
married,1,Nursing,1,37,38,134.5,no,female,yes,18,7.6,2.6,0.32,Graduate
single,1,Tourism,1,19,19,120.7,no,female,no,22,10.8,1.4,1.74,Dropout
single,1,Veterinary Nursing,1,19,1,127.1,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Nursing,19,38,37,133,no,female,no,24,13.9,-0.3,0.79,Graduate
single,1,Management (evening attendance),1,37,37,128.2,no,female,no,33,12.7,3.7,-1.7,Dropout
single,1,Agronomy,1,37,37,130,no,female,yes,30,11.1,0.6,2.02,Enrolled
single,1,Veterinary Nursing,43,3,39,172,no,female,no,26,8.9,1.4,3.51,Dropout
single,4,Basic Education,1,19,38,128.5,no,female,no,18,10.8,1.4,1.74,Graduate
single,1,Journalism and Communication,1,37,38,128.5,no,female,no,19,10.8,1.4,1.74,Dropout
single,4,Management,1,19,38,112,no,female,no,20,16.2,0.3,-0.92,Enrolled
single,1,Veterinary Nursing,42,19,37,142.5,no,female,yes,22,8.9,1.4,3.51,Graduate
single,4,Nursing,1,1,1,133,no,female,no,19,7.6,2.6,0.32,Enrolled
single,1,Veterinary Nursing,1,37,38,106,no,female,yes,21,15.5,2.8,-4.06,Graduate
single,4,Nursing,1,19,38,125.5,no,female,yes,21,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,1,19,37,131.2,no,female,no,19,7.6,2.6,0.32,Enrolled
single,1,Basic Education,1,38,37,112.9,no,female,yes,19,8.9,1.4,3.51,Graduate
single,6,Nursing,1,19,19,124.8,no,female,no,18,12.7,3.7,-1.7,Dropout
married,1,Social Service (evening attendance),1,37,39,140.9,no,female,no,50,16.2,0.3,-0.92,Graduate
divorced,1,Management (evening attendance),1,38,19,148,no,female,yes,31,13.9,-0.3,0.79,Enrolled
single,1,Journalism and Communication,1,1,19,148.4,no,female,yes,19,15.5,2.8,-4.06,Graduate
divorced,1,Management (evening attendance),1,1,37,129.7,no,female,no,35,13.9,-0.3,0.79,Graduate
married,1,Veterinary Nursing,19,38,38,128.2,no,female,no,31,12.7,3.7,-1.7,Dropout
married,1,Social Service (evening attendance),19,37,37,104,no,female,no,42,11.1,0.6,2.02,Enrolled
single,4,Management,1,37,37,119.9,no,female,no,34,9.4,-0.8,-3.12,Dropout
single,1,Nursing,1,1,1,141,no,female,yes,18,12.4,0.5,1.79,Graduate
single,1,Basic Education,1,3,3,116.6,no,female,yes,18,8.9,1.4,3.51,Enrolled
single,1,Veterinary Nursing,39,37,38,140,no,female,no,21,16.2,0.3,-0.92,Enrolled
divorced,1,Nursing,19,38,19,140,no,female,yes,26,16.2,0.3,-0.92,Dropout
single,1,Nursing,1,19,37,100,no,female,no,20,13.9,-0.3,0.79,Enrolled
single,1,Social Service,1,38,38,121,no,female,no,19,7.6,2.6,0.32,Enrolled
single,1,Basic Education,1,19,19,117,no,female,yes,19,15.5,2.8,-4.06,Graduate
single,1,Management,42,3,4,140.2,no,female,no,20,8.9,1.4,3.51,Graduate
single,1,Social Service,1,34,34,129.3,no,female,no,19,7.6,2.6,0.32,Graduate
single,1,Basic Education,1,37,37,145.3,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Management (evening attendance),3,37,37,146.2,no,female,no,28,10.8,1.4,1.74,Graduate
single,1,Basic Education,1,1,19,122.5,no,female,no,22,15.5,2.8,-4.06,Enrolled
single,1,Social Service (evening attendance),39,37,37,156.1,no,female,yes,21,13.9,-0.3,0.79,Graduate
single,1,Veterinary Nursing,39,4,38,140,no,female,no,21,12.4,0.5,1.79,Enrolled
single,1,Nursing,1,1,19,140,yes,female,no,26,16.2,0.3,-0.92,Enrolled
single,6,Journalism and Communication,1,30,37,128.4,no,female,no,18,7.6,2.6,0.32,Dropout
single,2,Veterinary Nursing,1,1,1,115,no,female,no,20,7.6,2.6,0.32,Dropout
single,2,Veterinary Nursing,1,1,19,158.7,no,female,no,18,11.1,0.6,2.02,Graduate
single,4,Nursing,1,1,1,124.5,no,female,yes,19,10.8,1.4,1.74,Graduate
single,1,Social Service,1,3,19,111.9,no,female,no,20,12.4,0.5,1.79,Graduate
single,1,Veterinary Nursing,39,38,37,150,no,female,yes,22,13.9,-0.3,0.79,Graduate
single,1,Advertising and Marketing Management,1,37,19,114.2,no,female,no,18,10.8,1.4,1.74,Dropout
single,1,Management,1,38,37,96,no,female,no,19,16.2,0.3,-0.92,Dropout
single,4,Communication Design,1,1,3,128.9,no,female,yes,18,8.9,1.4,3.51,Enrolled
single,1,Tourism,1,37,37,121.7,no,female,no,20,10.8,1.4,1.74,Enrolled
single,1,Journalism and Communication,1,38,37,114.8,yes,female,no,19,7.6,2.6,0.32,Enrolled
single,1,Tourism,1,19,38,127,no,female,no,19,12.4,0.5,1.79,Enrolled
single,1,Nursing,1,37,37,131.3,no,female,no,19,10.8,1.4,1.74,Graduate
single,1,Animation and Multimedia Design,1,1,19,137.1,no,female,no,18,12.7,3.7,-1.7,Graduate
single,1,Communication Design,40,1,19,120,no,female,no,21,13.9,-0.3,0.79,Graduate
single,1,Management (evening attendance),40,1,19,139,no,female,no,27,8.9,1.4,3.51,Graduate
single,1,Social Service,1,1,19,129.1,no,female,no,19,15.5,2.8,-4.06,Graduate
divorced,1,Veterinary Nursing,1,34,34,128.2,no,female,no,25,7.6,2.6,0.32,Dropout
single,2,Nursing,1,19,19,120.8,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Nursing,3,19,1,135.8,no,female,no,24,10.8,1.4,1.74,Graduate
single,3,Nursing,1,1,1,118.9,no,female,no,20,13.9,-0.3,0.79,Graduate
single,1,Management (evening attendance),40,37,37,140,no,female,no,26,12.4,0.5,1.79,Graduate
single,1,Social Service,1,1,38,127.1,no,female,yes,20,8.9,1.4,3.51,Graduate
single,1,Veterinary Nursing,1,37,37,137,no,female,no,18,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,1,1,1,127.4,no,female,no,19,15.5,2.8,-4.06,Graduate
single,1,Basic Education,1,19,19,97,no,female,no,23,12.7,3.7,-1.7,Dropout
single,4,Nursing,1,37,37,126.3,no,female,yes,18,7.6,2.6,0.32,Graduate
single,4,Nursing,1,1,19,127.5,no,female,no,18,12.7,3.7,-1.7,Dropout
single,1,Nursing,1,2,1,126.6,no,female,yes,19,11.1,0.6,2.02,Graduate
single,1,Management (evening attendance),1,1,2,120,no,female,no,30,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,39,1,2,140,no,female,no,29,15.5,2.8,-4.06,Dropout
single,6,Nursing,1,3,1,131.5,no,female,no,19,9.4,-0.8,-3.12,Graduate
single,6,Oral Hygiene,1,19,2,112.2,no,female,no,20,12.4,0.5,1.79,Graduate
single,1,Nursing,1,37,37,150.5,no,female,no,20,7.6,2.6,0.32,Graduate
single,4,Advertising and Marketing Management,1,38,38,121,no,female,no,19,11.1,0.6,2.02,Graduate
single,1,Management,1,38,2,112.2,no,female,no,20,10.8,1.4,1.74,Enrolled
widower,2,Veterinary Nursing,1,19,1,129.4,no,female,no,21,10.8,1.4,1.74,Dropout
single,1,Advertising and Marketing Management,1,19,38,114.4,no,female,no,19,11.1,0.6,2.02,Graduate
single,3,Nursing,1,37,38,120.3,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Social Service (evening attendance),1,37,37,120,no,female,yes,27,15.5,2.8,-4.06,Graduate
single,2,Management,1,38,38,114.5,no,female,yes,19,12.4,0.5,1.79,Graduate
single,1,Nursing,1,1,1,127.8,no,female,yes,19,7.6,2.6,0.32,Dropout
single,1,Journalism and Communication,1,1,19,124.6,no,female,no,19,15.5,2.8,-4.06,Graduate
single,6,Nursing,1,19,19,130.3,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,1,Tourism,1,19,19,118.2,no,female,yes,20,12.4,0.5,1.79,Enrolled
single,1,Advertising and Marketing Management,1,19,37,118.8,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,5,Advertising and Marketing Management,1,9,1,133,no,female,no,19,7.6,2.6,0.32,Dropout
married,1,Nursing,19,37,37,129,no,female,no,36,7.6,2.6,0.32,Graduate
single,1,Oral Hygiene,1,3,4,100,no,female,no,18,10.8,1.4,1.74,Enrolled
single,1,Equinculture,1,19,38,120.7,no,female,no,18,12.7,3.7,-1.7,Enrolled
single,6,Nursing,1,19,38,132.5,no,female,no,19,12.7,3.7,-1.7,Graduate
single,5,Nursing,1,19,19,120.3,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Advertising and Marketing Management,1,19,19,114.6,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Social Service,1,37,19,116.5,no,female,yes,19,12.4,0.5,1.79,Graduate
single,1,Nursing,1,3,1,127.8,no,female,yes,19,13.9,-0.3,0.79,Graduate
single,2,Nursing,1,1,19,129.9,no,female,no,18,15.5,2.8,-4.06,Dropout
single,2,Journalism and Communication,1,1,19,118.9,no,female,no,20,11.1,0.6,2.02,Graduate
single,3,Tourism,1,19,38,114.3,no,female,yes,20,12.4,0.5,1.79,Enrolled
single,1,Nursing,1,38,37,114.8,no,female,no,20,10.8,1.4,1.74,Graduate
single,4,Nursing,1,37,37,123,no,female,yes,18,10.8,1.4,1.74,Graduate
single,2,Nursing,1,19,19,122.1,no,female,no,18,15.5,2.8,-4.06,Graduate
single,4,Veterinary Nursing,1,19,37,123.7,no,female,no,19,9.4,-0.8,-3.12,Graduate
single,3,Management,1,19,38,132.4,no,female,no,19,9.4,-0.8,-3.12,Enrolled
married,1,Social Service (evening attendance),1,34,34,114.8,no,female,no,44,7.6,2.6,0.32,Graduate
single,1,Agronomy,3,38,37,130,no,female,no,32,12.4,0.5,1.79,Dropout
single,1,Basic Education,1,37,19,122.3,no,female,no,22,12.7,3.7,-1.7,Dropout
married,1,Agronomy,1,1,19,152.4,no,female,no,36,8.9,1.4,3.51,Graduate
single,1,Journalism and Communication,1,37,37,120.1,no,female,yes,18,16.2,0.3,-0.92,Graduate
single,1,Equinculture,1,3,3,155.1,no,female,no,20,12.7,3.7,-1.7,Graduate
single,1,Communication Design,1,19,19,124.5,no,female,yes,20,11.1,0.6,2.02,Graduate
single,1,Social Service,1,3,1,126.9,no,female,no,19,15.5,2.8,-4.06,Graduate
single,1,Management,19,3,1,153.2,no,female,no,24,12.4,0.5,1.79,Graduate
single,1,Social Service,1,1,1,129.8,no,female,no,20,15.5,2.8,-4.06,Enrolled
single,1,Social Service (evening attendance),1,3,3,135,no,female,no,27,10.8,1.4,1.74,Dropout
single,1,Basic Education,1,1,38,131.3,no,female,no,20,15.5,2.8,-4.06,Enrolled
single,6,Social Service,1,34,34,125.2,no,female,yes,23,9.4,-0.8,-3.12,Graduate
single,5,Nursing,1,19,38,141.3,no,female,yes,18,9.4,-0.8,-3.12,Graduate
single,1,Social Service,1,37,37,117.1,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,3,Nursing,1,1,37,126.5,no,female,yes,20,10.8,1.4,1.74,Graduate
single,1,Tourism,1,19,38,120.1,no,female,yes,20,13.9,-0.3,0.79,Graduate
single,1,Advertising and Marketing Management,1,38,19,128.4,no,female,no,23,11.1,0.6,2.02,Dropout
single,2,Nursing,1,19,19,140,no,female,no,20,7.6,2.6,0.32,Graduate
single,1,Tourism,9,34,34,110,no,female,no,28,7.6,2.6,0.32,Dropout
single,1,Advertising and Marketing Management,1,1,19,116.8,no,female,no,21,7.6,2.6,0.32,Graduate
single,2,Oral Hygiene,1,19,19,104.5,no,female,no,21,12.4,0.5,1.79,Dropout
single,1,Nursing,3,34,34,140,no,female,no,28,7.6,2.6,0.32,Dropout
single,1,Nursing,1,3,1,113.2,yes,female,no,18,16.2,0.3,-0.92,Graduate
single,1,Social Service,1,38,19,118.6,no,female,yes,21,8.9,1.4,3.51,Enrolled
single,1,Nursing,1,1,1,123.8,no,female,no,19,13.9,-0.3,0.79,Graduate
single,6,Nursing,1,1,19,126.7,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,3,Nursing,1,3,1,133.8,no,female,no,19,7.6,2.6,0.32,Dropout
single,1,Veterinary Nursing,39,38,38,140,no,female,no,20,13.9,-0.3,0.79,Enrolled
single,3,Nursing,1,1,19,100.6,no,female,yes,20,12.4,0.5,1.79,Graduate
single,1,Basic Education,1,1,37,132.7,no,female,yes,18,10.8,1.4,1.74,Graduate
single,2,Advertising and Marketing Management,1,38,19,106.6,no,female,no,20,10.8,1.4,1.74,Dropout
single,1,Advertising and Marketing Management,1,1,19,140.4,no,female,no,31,13.9,-0.3,0.79,Dropout
single,3,Nursing,1,37,37,128.3,no,female,yes,19,15.5,2.8,-4.06,Graduate
single,3,Nursing,1,38,38,118.6,no,female,yes,19,13.9,-0.3,0.79,Graduate
single,1,Communication Design,1,19,1,123.4,no,female,no,23,13.9,-0.3,0.79,Graduate
single,1,Advertising and Marketing Management,1,37,37,124,no,female,no,19,12.4,0.5,1.79,Graduate
single,6,Nursing,1,1,3,121.3,no,female,no,20,7.6,2.6,0.32,Graduate
single,1,Veterinary Nursing,1,37,37,101,no,female,no,22,12.4,0.5,1.79,Enrolled
single,1,Basic Education,1,3,1,116.9,yes,female,no,18,13.9,-0.3,0.79,Enrolled
single,3,Equinculture,3,19,37,130,no,female,no,27,12.7,3.7,-1.7,Dropout
single,1,Oral Hygiene,19,37,38,120,no,female,no,29,12.7,3.7,-1.7,Dropout
single,1,Tourism,1,1,19,130.4,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Communication Design,1,19,38,118.7,no,female,no,18,16.2,0.3,-0.92,Graduate
single,1,Nursing,1,38,38,131.5,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,3,Veterinary Nursing,1,37,38,120.4,no,female,no,20,9.4,-0.8,-3.12,Enrolled
single,2,Tourism,1,38,38,129.1,no,female,no,18,11.1,0.6,2.02,Graduate
single,1,Communication Design,1,1,1,132,no,female,no,18,13.9,-0.3,0.79,Enrolled
single,2,Veterinary Nursing,3,3,3,130,no,female,no,28,10.8,1.4,1.74,Dropout
single,2,Nursing,1,37,1,132.8,no,female,yes,18,12.7,3.7,-1.7,Graduate
single,1,Nursing,19,37,38,143.7,no,female,no,27,12.4,0.5,1.79,Enrolled
single,1,Biofuel Production Technologies,1,3,1,152.8,no,female,no,26,16.2,0.3,-0.92,Enrolled
single,2,Journalism and Communication,1,19,1,133.5,no,female,no,18,12.7,3.7,-1.7,Graduate
single,1,Equinculture,1,5,5,146.2,no,female,no,18,9.4,-0.8,-3.12,Dropout
single,2,Management,1,1,19,115.2,yes,female,no,21,15.5,2.8,-4.06,Dropout
single,2,Communication Design,1,4,1,120.7,no,female,no,18,9.4,-0.8,-3.12,Enrolled
married,1,Social Service (evening attendance),1,34,34,101.8,no,female,no,32,10.8,1.4,1.74,Dropout
single,2,Advertising and Marketing Management,1,34,34,100,no,female,no,28,7.6,2.6,0.32,Graduate
single,1,Management (evening attendance),1,37,19,121.9,no,female,no,40,12.7,3.7,-1.7,Dropout
married,2,Social Service (evening attendance),1,37,37,120.4,no,female,no,39,9.4,-0.8,-3.12,Dropout
married,2,Social Service,1,37,37,120.4,no,female,no,39,9.4,-0.8,-3.12,Dropout
married,1,Agronomy,1,37,19,148.8,no,female,no,50,8.9,1.4,3.51,Graduate
single,2,Basic Education,1,1,1,123,no,female,no,23,10.8,1.4,1.74,Dropout
divorced,1,Social Service (evening attendance),19,34,34,100,no,female,no,48,9.4,-0.8,-3.12,Dropout
single,2,Basic Education,1,37,37,112.1,no,female,no,23,7.6,2.6,0.32,Dropout
single,6,Nursing,1,37,1,126.8,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Equinculture,1,3,19,115.9,no,female,no,18,9.4,-0.8,-3.12,Graduate
single,1,Social Service,1,3,37,132.5,no,female,no,20,13.9,-0.3,0.79,Graduate
single,3,Veterinary Nursing,1,1,1,132.2,no,female,yes,18,10.8,1.4,1.74,Graduate
single,1,Oral Hygiene,1,5,3,183.5,no,female,no,18,16.2,0.3,-0.92,Dropout
single,1,Informatics Engineering,1,1,1,136,no,male,no,31,16.2,0.3,-0.92,Dropout
single,1,Informatics Engineering,19,19,19,100.9,no,male,no,24,10.8,1.4,1.74,Enrolled
single,1,Animation and Multimedia Design,1,3,1,114.5,no,male,no,24,9.4,-0.8,-3.12,Graduate
single,1,Management,1,37,37,110.3,no,male,no,26,10.8,1.4,1.74,Dropout
single,1,Equinculture,1,3,3,137.2,no,male,no,18,16.2,0.3,-0.92,Dropout
single,1,Management,1,37,37,116.9,no,male,yes,19,12.7,3.7,-1.7,Enrolled
single,1,Advertising and Marketing Management,1,19,37,121.8,no,male,no,22,13.9,-0.3,0.79,Dropout
single,2,Nursing,1,4,2,127.3,no,male,no,18,10.8,1.4,1.74,Graduate
single,1,Communication Design,39,1,19,120,no,male,no,20,16.2,0.3,-0.92,Dropout
single,1,Animation and Multimedia Design,39,4,4,150,no,male,no,25,15.5,2.8,-4.06,Graduate
single,1,Management (evening attendance),1,3,3,100,no,male,no,24,13.9,-0.3,0.79,Graduate
single,1,Informatics Engineering,1,3,3,150,no,male,no,27,8.9,1.4,3.51,Dropout
single,1,Tourism,1,3,19,116.9,no,male,no,21,15.5,2.8,-4.06,Graduate
single,1,Agronomy,39,19,38,140,no,male,no,21,12.4,0.5,1.79,Graduate
single,3,Journalism and Communication,1,19,1,122.1,no,male,no,19,10.8,1.4,1.74,Dropout
single,1,Nursing,1,19,19,160,no,male,no,28,16.2,0.3,-0.92,Graduate
single,1,Management,1,19,19,118.4,no,male,no,20,7.6,2.6,0.32,Enrolled
single,1,Agronomy,39,1,19,150,no,male,yes,21,15.5,2.8,-4.06,Graduate
single,1,Nursing,1,1,1,144.9,no,male,yes,18,16.2,0.3,-0.92,Graduate
single,2,Informatics Engineering,1,19,1,121.1,no,male,yes,18,8.9,1.4,3.51,Enrolled
single,2,Management,1,19,1,121.8,no,male,no,20,15.5,2.8,-4.06,Enrolled
single,1,Informatics Engineering,40,1,1,146.8,no,male,no,25,16.2,0.3,-0.92,Enrolled
single,1,Advertising and Marketing Management,1,38,19,138,no,male,no,22,11.1,0.6,2.02,Enrolled
single,1,Nursing,1,37,37,138,no,male,no,18,9.4,-0.8,-3.12,Enrolled
single,2,Management,1,19,38,116.3,no,male,no,19,13.9,-0.3,0.79,Graduate
single,5,Informatics Engineering,1,12,19,122.5,no,male,no,19,12.4,0.5,1.79,Dropout
single,1,Journalism and Communication,19,19,1,115,no,male,no,25,12.7,3.7,-1.7,Dropout
single,1,Communication Design,1,12,12,115,no,male,no,21,15.5,2.8,-4.06,Dropout
single,3,Informatics Engineering,1,1,2,119.8,no,male,no,19,11.1,0.6,2.02,Dropout
single,2,Management,1,1,1,95,no,male,no,20,11.1,0.6,2.02,Dropout
single,1,Agronomy,39,3,2,150,no,male,no,25,15.5,2.8,-4.06,Dropout
single,1,Management,1,19,1,117.8,no,male,no,20,10.8,1.4,1.74,Enrolled
single,1,Animation and Multimedia Design,1,37,37,144.2,no,male,no,18,7.6,2.6,0.32,Graduate
single,1,Tourism,39,39,39,130,no,male,no,23,8.9,1.4,3.51,Enrolled
single,1,Nursing,1,1,3,128.2,no,male,no,23,9.4,-0.8,-3.12,Graduate
single,1,Agronomy,42,3,38,135.3,no,male,no,21,8.9,1.4,3.51,Graduate
single,1,Equinculture,1,1,1,143.9,no,male,no,20,9.4,-0.8,-3.12,Enrolled
single,1,Management (evening attendance),1,1,1,140.7,no,male,no,25,12.4,0.5,1.79,Dropout
